User_id,Gender,Location,Max_transaction_date,No_of_transactions,No_of_transactions_weekends,No_of_transactions_weekdays,No_of_transactions_after_2PM,No_of_transactions_after_2PM,No_of_transactions_before_2PM,Total_spend,Total_discount_amount,Discount_percentage,Total_quantity,No_of_transactions_with_discount_more_than_20pct,No_of_distinct_products_purchased,No_of_distinct_segments_purchased,No_of_distinct_styles_purchased,segment,,
543,M,North,30:00.0,9,2,7,3,6,796,98.55,12.3806,28,1,6,2,4,6,Medium,,
544,M,South,21:00.0,6,1,5,3,3,541,49.56,9.1608,21,0,6,2,4,6,Medium,,
545,F,South,19:00.0,7,1,6,4,3,446,56.69,12.7107,22,2,4,2,2,4,Low,,
546,F,North,22:00.0,13,4,9,5,8,1066,118.17,11.0853,43,1,10,2,4,10,High,,
547,F,South,32:00.0,6,0,6,3,3,439,62.17,14.1617,19,1,5,2,3,5,Low,,
548,F,North,45:00.0,10,5,5,3,7,862,69.34,8.044,31,0,6,2,4,6,Medium,,
549,M,South,30:00.0,6,1,5,2,4,579,46.36,8.0069,25,1,5,2,2,5,Medium,,
550,M,North,35:00.0,9,2,7,4,5,840,82.69,9.844,29,1,6,2,4,6,Medium,,
551,F,South,12:00.0,10,4,6,7,3,961,112.14,11.669,27,0,9,2,4,9,Medium,,
552,M,South,13:00.0,6,2,4,2,4,639,44.9,7.0266,22,0,4,2,3,4,Medium,,
553,F,North,30:00.0,12,7,5,2,10,1044,147.01,14.0814,40,1,7,2,4,7,High,,
554,M,South,56:00.0,11,3,8,8,3,727,68.75,9.4566,31,0,8,2,4,8,Medium,,
555,M,North,53:00.0,4,0,4,1,3,394,45.08,11.4416,12,1,3,1,2,3,Low,,
556,F,South,40:00.0,3,1,2,1,2,253,27.53,10.8814,8,1,3,2,2,3,Low,,
557,M,South,04:00.0,18,8,10,9,9,1957,249.32,12.7399,68,2,9,2,4,9,High,,
558,F,South,29:00.0,6,2,4,3,3,800,124.73,15.5912,22,2,5,2,3,5,Medium,,
559,M,North,31:00.0,5,0,5,2,3,319,35.54,11.141,12,1,5,2,3,5,Low,,
560,M,North,35:00.0,7,1,6,1,6,457,62.8,13.7417,17,3,6,2,4,6,Low,,
561,M,North,16:00.0,7,1,6,2,5,603,56.24,9.3266,20,0,5,2,4,5,Medium,,
562,M,South,23:00.0,12,4,8,9,3,946,124.24,13.1331,40,2,7,2,4,7,Medium,,
563,M,South,57:00.0,7,4,3,3,4,519,71.58,13.7919,18,0,5,2,3,5,Medium,,
564,M,South,08:00.0,9,3,6,3,6,638,82.08,12.8652,26,1,7,2,4,7,Medium,,
565,F,North,34:00.0,15,6,9,3,12,1492,188.04,12.6032,56,4,11,2,4,11,High,,
566,M,North,29:00.0,7,3,4,2,5,763,56.73,7.4351,20,0,6,2,4,6,Medium,,
567,M,North,35:00.0,3,2,1,1,2,335,52.7,15.7313,10,0,2,2,2,2,Low,,
568,F,South,03:00.0,8,5,3,4,4,965,102.19,10.5896,29,1,7,2,4,7,Medium,,
569,M,South,57:00.0,6,1,5,2,4,307,37.48,12.2084,15,1,5,2,3,5,Low,,
570,M,South,13:00.0,6,3,3,3,3,669,101.32,15.1449,19,1,4,2,3,4,Medium,,
571,M,South,50:00.0,14,2,12,5,9,1031,148.13,14.3676,41,4,8,2,4,8,High,,
572,F,South,40:00.0,9,3,6,4,5,710,113.94,16.0478,28,2,7,2,4,7,Medium,,
573,F,South,15:00.0,6,2,4,4,2,803,109.88,13.6836,23,0,5,2,4,5,Medium,,
574,F,South,08:00.0,9,2,7,3,6,648,62.24,9.6049,32,1,7,2,4,7,Medium,,
575,M,South,21:00.0,8,0,8,3,5,469,65.4,13.9445,19,0,4,2,3,4,Low,,
576,M,North,05:00.0,8,3,5,3,5,452,48.61,10.7544,19,0,6,2,4,6,Low,,
577,M,South,08:00.0,6,0,6,1,5,611,40.11,6.5646,19,0,5,2,3,5,Medium,,
578,M,South,18:00.0,13,4,9,5,8,1294,180.35,13.9374,44,2,9,2,4,9,High,,
579,F,South,25:00.0,8,5,3,4,4,577,60.12,10.4194,22,0,7,2,4,7,Medium,,
580,F,South,38:00.0,7,2,5,5,2,565,70.91,12.5504,21,1,5,2,4,5,Medium,,
581,F,South,52:00.0,5,0,5,0,5,603,76.34,12.66,16,2,5,2,3,5,Medium,,
582,M,North,02:00.0,8,2,6,3,5,293,38.55,13.1569,22,3,5,2,4,5,Low,,
583,M,North,12:00.0,7,3,4,1,6,623,101.97,16.3675,24,0,4,2,4,4,Medium,,
584,F,North,40:00.0,12,6,6,6,6,924,74.26,8.0367,44,1,8,2,4,8,Medium,,
585,M,South,05:00.0,11,1,10,5,6,883,102,11.5515,34,0,8,2,4,8,Medium,,
586,M,North,11:00.0,7,2,5,4,3,752,138.96,18.4787,21,2,6,2,3,6,Medium,,
587,M,South,04:00.0,12,2,10,6,6,1197,116.44,9.7276,34,3,7,2,4,7,High,,
588,F,South,20:00.0,4,0,4,4,0,342,39.73,11.6169,9,0,4,1,2,4,Low,,
589,M,North,19:00.0,6,2,4,2,4,665,82.83,12.4556,19,0,5,2,3,5,Medium,,
590,M,North,29:00.0,14,2,12,8,6,961,132.92,13.8314,37,1,9,2,4,9,Medium,,
591,M,South,04:00.0,7,1,6,0,7,506,63.41,12.5316,22,1,5,2,3,5,Medium,,
592,M,South,31:00.0,9,4,5,3,6,833,82.68,9.9255,32,1,5,1,2,5,Medium,,
593,F,South,47:00.0,11,1,10,4,7,709,72.62,10.2425,25,0,7,2,4,7,Medium,,
594,M,South,30:00.0,11,3,8,5,6,1197,146.05,12.2013,39,1,9,2,4,9,High,,
595,F,South,04:00.0,10,3,7,3,7,1051,79.52,7.5661,33,0,7,2,4,7,High,,
596,M,South,02:00.0,6,2,4,1,5,394,33.62,8.5329,17,0,5,2,3,5,Low,,
597,M,South,15:00.0,10,3,7,5,5,1113,150.68,13.5381,36,1,7,2,4,7,High,,
598,F,North,07:00.0,6,1,5,2,4,541,69.12,12.7763,19,1,6,2,3,6,Medium,,
599,M,South,25:00.0,11,4,7,2,9,1197,147.43,12.3166,34,3,7,2,4,7,High,,
600,M,South,04:00.0,12,1,11,5,7,766,61.62,8.0443,30,0,7,2,4,7,Medium,,
601,F,South,29:00.0,5,2,3,3,2,480,67.44,14.05,17,1,4,2,3,4,Low,,
602,M,North,58:00.0,11,2,9,4,7,905,128.79,14.2309,29,3,8,2,4,8,Medium,,
603,F,North,46:00.0,6,2,4,3,3,758,83.04,10.9551,23,0,5,2,4,5,Medium,,
604,M,South,17:00.0,10,4,6,7,3,988,121.44,12.2914,31,2,7,2,4,7,Medium,,
605,M,South,02:00.0,13,4,9,7,6,1302,181.57,13.9454,33,2,8,2,3,8,High,,
606,M,South,01:00.0,12,2,10,4,8,1506,148.43,9.8559,41,0,8,2,4,8,High,,
607,F,South,20:00.0,5,4,1,1,4,647,96.2,14.8686,16,3,3,1,2,3,Medium,,
608,M,South,16:00.0,15,3,12,6,9,1483,186.16,12.5529,45,1,9,2,4,9,High,,
609,M,South,02:00.0,13,4,9,7,6,1251,146.33,11.697,39,2,8,2,4,8,High,,
610,F,South,16:00.0,4,0,4,1,3,454,44.42,9.7841,10,0,4,2,4,4,Low,,
611,M,South,08:00.0,7,2,5,4,3,547,44.42,8.1206,20,0,7,2,4,7,Medium,,
612,M,North,05:00.0,9,2,7,2,7,781,107.77,13.7989,24,1,7,2,4,7,Medium,,
613,M,South,35:00.0,8,3,5,4,4,385,37.69,9.7896,19,1,7,2,4,7,Low,,
614,F,South,40:00.0,6,3,3,2,4,461,68.94,14.9544,15,1,5,2,3,5,Low,,
615,M,South,31:00.0,5,2,3,2,3,573,68.86,12.0174,18,1,4,2,4,4,Medium,,
616,M,South,37:00.0,8,4,4,2,6,718,86.68,12.0724,30,3,5,2,3,5,Medium,,
617,F,South,35:00.0,6,2,4,3,3,328,30.68,9.3536,14,0,6,2,4,6,Low,,
618,M,South,05:00.0,10,3,7,5,5,1367,166.43,12.1748,33,1,7,2,4,7,High,,
619,F,North,02:00.0,7,2,5,1,6,442,59.8,13.5294,25,1,5,2,3,5,Low,,
620,F,South,34:00.0,12,5,7,4,8,910,110.32,12.123,32,1,6,2,4,6,Medium,,
621,M,South,35:00.0,10,2,8,3,7,838,101,12.0525,30,0,7,2,3,7,Medium,,
622,M,South,22:00.0,4,2,2,3,1,195,20.76,10.6461,7,1,4,2,3,4,Low,,
623,M,South,16:00.0,15,2,13,6,9,1303,105.52,8.0982,43,2,8,2,4,8,High,,
624,M,South,10:00.0,5,1,4,2,3,320,60.54,18.9187,13,3,4,1,2,4,Low,,
625,M,South,42:00.0,7,3,4,3,4,424,66.76,15.7452,13,2,6,2,3,6,Low,,
626,M,South,01:00.0,7,1,6,2,5,522,73,13.9846,21,3,5,2,3,5,Medium,,
627,M,South,43:00.0,4,2,2,2,2,374,47.26,12.6363,12,0,4,2,3,4,Low,,
628,M,South,57:00.0,9,1,8,4,5,796,70.9,8.907,22,0,6,2,4,6,Medium,,
629,M,South,44:00.0,5,1,4,3,2,399,30.12,7.5488,14,0,5,2,4,5,Low,,
630,F,South,44:00.0,9,4,5,1,8,870,90,10.3448,26,1,6,2,3,6,Medium,,
631,M,South,20:00.0,11,4,7,6,5,1203,134.94,11.2169,35,1,9,2,4,9,High,,
632,F,North,11:00.0,7,2,5,3,4,684,44.7,6.535,23,0,5,2,3,5,Medium,,
633,F,South,11:00.0,8,3,5,1,7,392,39.21,10.0025,20,1,5,2,3,5,Low,,
634,M,North,25:00.0,12,2,10,7,5,1310,213.62,16.3068,37,3,7,2,4,7,High,,
635,M,North,18:00.0,7,1,6,4,3,603,118.81,19.7031,24,4,6,2,4,6,Medium,,
636,M,South,20:00.0,8,1,7,3,5,538,56.12,10.4312,25,0,5,2,4,5,Medium,,
637,M,North,10:00.0,8,1,7,2,6,633,73.11,11.5497,23,1,5,2,4,5,Medium,,
638,M,South,13:00.0,4,0,4,3,1,331,36.15,10.9214,12,1,3,1,2,3,Low,,
639,F,South,30:00.0,13,6,7,7,6,1142,119.43,10.4579,42,2,7,2,4,7,High,,
640,M,South,23:00.0,8,2,6,4,4,412,55.46,13.4611,21,3,6,2,4,6,Low,,
641,F,South,31:00.0,6,1,5,3,3,374,56.7,15.1604,16,1,6,2,3,6,Low,,
642,M,South,07:00.0,12,4,8,7,5,746,61.43,8.2345,37,0,9,2,4,9,Medium,,
643,M,South,18:00.0,13,3,10,6,7,1353,208.9,15.4397,47,3,9,2,4,9,High,,
644,M,South,17:00.0,7,2,5,2,5,454,60.17,13.2533,13,1,6,2,4,6,Low,,
645,M,South,27:00.0,7,2,5,2,5,343,45.02,13.1253,14,1,5,2,3,5,Low,,
646,M,South,00:00.0,7,3,4,3,4,684,105.93,15.4868,15,1,3,1,2,3,Medium,,
647,M,South,08:00.0,10,2,8,5,5,815,52.83,6.4822,28,0,8,2,4,8,Medium,,
648,F,South,49:00.0,9,3,6,4,5,935,107.62,11.5101,35,0,6,2,4,6,Medium,,
649,M,South,27:00.0,6,2,4,2,4,316,49.9,15.7911,17,3,5,2,4,5,Low,,
650,F,South,29:00.0,8,3,5,2,6,894,120.51,13.4798,22,2,5,2,3,5,Medium,,
651,F,North,10:00.0,10,3,7,5,5,798,83.65,10.4824,28,3,7,2,4,7,Medium,,
652,F,South,14:00.0,13,5,8,5,8,1021,128.53,12.5886,40,1,9,2,4,9,High,,
653,M,North,35:00.0,7,0,7,3,4,500,34.05,6.81,18,0,6,2,4,6,Medium,,
654,M,North,11:00.0,10,3,7,4,6,1179,106.69,9.0491,33,1,8,2,4,8,High,,
655,F,North,32:00.0,7,2,5,2,5,429,68.61,15.993,19,1,5,2,3,5,Low,,
656,M,South,38:00.0,8,0,8,3,5,1029,82.53,8.0204,29,0,4,2,3,4,High,,
657,M,South,21:00.0,9,2,7,3,6,920,121.09,13.1619,30,3,7,2,4,7,Medium,,
658,F,North,31:00.0,7,3,4,4,3,765,119.59,15.6326,25,2,5,2,4,5,Medium,,
659,F,South,55:00.0,6,0,6,1,5,560,66.11,11.8053,22,1,5,2,3,5,Medium,,
660,M,South,40:00.0,9,2,7,4,5,861,103.12,11.9767,32,1,6,2,4,6,Medium,,
661,F,South,10:00.0,5,0,5,3,2,338,31.96,9.4556,14,1,5,2,4,5,Low,,
662,M,South,35:00.0,7,1,6,3,4,1059,116.64,11.0141,30,0,5,2,3,5,High,,
663,M,South,04:00.0,9,2,7,5,4,807,128.16,15.881,29,3,7,2,4,7,Medium,,
664,M,South,39:00.0,7,4,3,2,5,752,99.09,13.1768,21,1,5,2,3,5,Medium,,
665,M,South,55:00.0,11,4,7,6,5,846,68.62,8.1111,25,1,8,2,4,8,Medium,,
666,M,South,29:00.0,6,3,3,1,5,369,48.07,13.0271,18,3,4,2,4,4,Low,,
667,M,South,22:00.0,6,3,3,2,4,532,49.77,9.3552,18,2,5,2,4,5,Medium,,
668,M,North,31:00.0,14,4,10,7,7,981,129.23,13.1732,40,2,10,2,4,10,Medium,,
669,M,South,41:00.0,7,1,6,4,3,1161,136.84,11.7863,32,1,5,2,3,5,High,,
670,F,South,25:00.0,4,2,2,0,4,314,41.63,13.2579,14,0,4,2,4,4,Low,,
671,M,South,45:00.0,7,1,6,4,3,503,65.77,13.0755,20,1,5,2,3,5,Medium,,
672,F,South,39:00.0,19,6,13,7,12,1460,192.57,13.1897,51,4,11,2,4,11,High,,
673,M,North,10:00.0,8,2,6,3,5,514,102.5,19.9416,20,3,6,2,3,6,Medium,,
674,M,South,46:00.0,8,3,5,3,5,1007,119.9,11.9066,30,2,5,2,3,5,High,,
675,F,South,02:00.0,14,4,10,5,9,1151,152.36,13.2371,35,1,8,2,4,8,High,,
676,F,North,58:00.0,5,3,2,1,4,347,42.91,12.3659,14,1,4,2,3,4,Low,,
677,M,South,27:00.0,11,4,7,4,7,1096,140.6,12.8284,35,1,6,2,3,6,High,,
678,M,South,43:00.0,5,1,4,2,3,171,9.69,5.6666,13,0,3,2,3,3,Low,,
679,F,South,17:00.0,13,3,10,6,7,1454,173.35,11.9222,41,1,7,2,4,7,High,,
680,M,South,27:00.0,13,4,9,7,6,1345,127.6,9.4869,52,1,9,2,4,9,High,,
681,F,North,09:00.0,10,3,7,4,6,749,80.27,10.7169,25,1,7,2,4,7,Medium,,
682,F,South,08:00.0,11,1,10,4,7,918,69.02,7.5185,35,2,7,2,4,7,Medium,,
683,M,South,49:00.0,14,6,8,3,11,959,132.05,13.7695,45,3,9,2,4,9,Medium,,
684,M,South,47:00.0,7,0,7,2,5,564,70.78,12.5496,23,2,5,2,4,5,Medium,,
685,F,South,21:00.0,8,1,7,4,4,356,48.74,13.691,19,0,7,2,4,7,Low,,
686,M,South,21:00.0,9,1,8,4,5,1176,185.61,15.7831,29,2,6,2,4,6,High,,
687,M,South,11:00.0,9,5,4,3,6,541,92.94,17.1792,23,1,6,2,4,6,Medium,,
688,M,North,10:00.0,6,1,5,2,4,493,64.12,13.006,17,1,5,2,3,5,Low,,
689,M,South,15:00.0,10,2,8,5,5,968,63.32,6.5413,31,2,8,2,4,8,Medium,,
690,M,South,16:00.0,6,0,6,2,4,283,37.26,13.166,15,1,4,2,3,4,Low,,
691,F,South,29:00.0,11,4,7,2,9,848,87.37,10.303,30,1,7,2,4,7,Medium,,
692,M,South,27:00.0,8,2,6,1,7,502,44.4,8.8446,27,2,4,2,3,4,Medium,,
693,M,South,46:00.0,10,3,7,4,6,498,59.96,12.0401,18,1,7,2,4,7,Low,,
694,M,South,59:00.0,8,4,4,3,5,878,146.68,16.7061,28,2,7,2,4,7,Medium,,
695,M,South,46:00.0,11,4,7,7,4,1365,172.51,12.638,38,3,7,2,3,7,High,,
696,M,South,15:00.0,8,3,5,3,5,840,93.21,11.0964,26,1,5,2,4,5,Medium,,
697,M,North,08:00.0,6,2,4,5,1,376,42.37,11.2686,16,2,6,2,3,6,Low,,
698,M,North,20:00.0,10,6,4,2,8,732,116.92,15.9726,28,2,7,2,4,7,Medium,,
699,M,North,40:00.0,8,2,6,3,5,873,98.29,11.2588,31,0,7,2,4,7,Medium,,
700,M,South,47:00.0,5,1,4,3,2,338,42.13,12.4644,16,2,4,2,3,4,Low,,
701,M,South,36:00.0,3,1,2,1,2,256,46.24,18.0625,10,1,3,2,2,3,Low,,
702,F,South,23:00.0,6,3,3,3,3,284,43.4,15.2816,14,1,5,2,4,5,Low,,
703,M,South,23:00.0,9,3,6,4,5,867,123.59,14.2549,26,1,6,2,4,6,Medium,,
704,M,North,56:00.0,6,3,3,5,1,545,51.6,9.4678,20,0,5,2,2,5,Medium,,
705,M,South,13:00.0,6,1,5,2,4,546,55.94,10.2454,21,0,5,2,3,5,Medium,,
706,M,South,28:00.0,10,6,4,6,4,937,88.61,9.4567,34,2,7,2,3,7,Medium,,
707,M,North,39:00.0,16,8,8,6,10,1643,226.44,13.7821,57,6,9,2,4,9,High,,
708,M,South,38:00.0,7,2,5,1,6,578,81.04,14.0207,17,2,5,2,4,5,Medium,,
709,F,South,15:00.0,6,4,2,3,3,442,38.58,8.7285,14,0,6,2,4,6,Low,,
710,M,South,48:00.0,7,2,5,3,4,727,101.84,14.0082,18,0,5,2,3,5,Medium,,
711,M,North,36:00.0,10,2,8,5,5,1102,145.92,13.2413,35,3,8,2,4,8,High,,
712,M,South,08:00.0,4,0,4,1,3,374,41.2,11.016,10,1,3,2,3,3,Low,,
713,M,South,08:00.0,6,0,6,2,4,568,83.59,14.7165,17,1,5,2,3,5,Medium,,
714,F,South,35:00.0,7,3,4,4,3,481,32.37,6.7297,21,1,4,2,3,4,Low,,
715,M,South,22:00.0,13,3,10,6,7,1145,152.37,13.3074,46,1,9,2,4,9,High,,
716,M,South,29:00.0,7,1,6,4,3,658,95.14,14.4589,22,0,5,2,4,5,Medium,,
717,M,North,35:00.0,7,2,5,4,3,712,40.36,5.6685,20,1,6,2,3,6,Medium,,
718,M,South,26:00.0,16,2,14,7,9,1720,223.87,13.0156,48,3,10,2,4,10,High,,
719,M,North,23:00.0,8,2,6,2,6,694,85.94,12.3832,24,1,5,2,3,5,Medium,,
720,M,South,07:00.0,14,4,10,2,12,1089,138.54,12.7217,39,2,7,2,4,7,High,,
721,F,South,15:00.0,9,2,7,4,5,664,104.87,15.7936,33,2,5,2,3,5,Medium,,
722,F,South,14:00.0,10,2,8,4,6,568,92.9,16.3556,27,3,6,2,3,6,Medium,,
723,M,South,15:00.0,6,2,4,5,1,537,65.3,12.1601,18,1,5,2,4,5,Medium,,
724,F,South,27:00.0,12,6,6,5,7,1046,114.39,10.9359,35,3,9,2,4,9,High,,
725,M,South,04:00.0,7,3,4,4,3,611,44.55,7.2913,26,0,4,2,3,4,Medium,,
726,M,South,31:00.0,9,1,8,3,6,808,104.8,12.9702,27,0,5,2,4,5,Medium,,
727,M,North,47:00.0,16,10,6,4,12,1175,170.37,14.4995,47,4,8,2,3,8,High,,
728,M,South,13:00.0,6,1,5,3,3,559,69.57,12.4454,21,0,4,2,2,4,Medium,,
729,M,South,04:00.0,11,1,10,6,5,894,99.65,11.1465,37,0,7,2,3,7,Medium,,
730,F,South,03:00.0,5,1,4,3,2,648,33.12,5.1111,18,1,5,2,4,5,Medium,,
731,M,South,59:00.0,14,4,10,5,9,1211,135.62,11.199,42,1,8,2,4,8,High,,
732,M,South,52:00.0,4,0,4,2,2,349,65.52,18.7736,17,2,3,2,3,3,Low,,
733,M,South,13:00.0,9,3,6,6,3,727,96.32,13.2489,25,1,8,2,4,8,Medium,,
734,M,South,31:00.0,9,2,7,3,6,1207,135.13,11.1955,29,1,6,2,4,6,High,,
735,M,South,56:00.0,13,5,8,7,6,921,75.52,8.1997,34,2,9,2,4,9,Medium,,
736,M,South,22:00.0,12,2,10,4,8,1064,137.22,12.8966,46,2,8,2,4,8,High,,
737,M,South,39:00.0,10,3,7,7,3,915,102.8,11.2349,30,3,7,2,4,7,Medium,,
738,M,South,43:00.0,13,8,5,4,9,992,118.99,11.9949,38,3,9,2,4,9,Medium,,
739,F,South,36:00.0,11,5,6,4,7,1127,180.35,16.0026,34,1,7,2,4,7,High,,
740,M,South,02:00.0,3,1,2,1,2,417,46.1,11.0551,10,1,3,2,3,3,Low,,
741,M,South,27:00.0,6,2,4,2,4,1004,194.3,19.3525,24,4,5,2,4,5,High,,
742,M,South,40:00.0,5,1,4,3,2,694,27.6,3.9769,19,1,4,2,3,4,Medium,,
743,M,South,40:00.0,8,3,5,4,4,1554,226.8,14.5945,31,0,5,2,4,5,High,,
744,M,South,50:00.0,10,3,7,6,4,917,135.69,14.7971,33,1,9,2,4,9,Medium,,
745,M,South,28:00.0,6,1,5,2,4,484,56.66,11.7066,14,0,4,2,3,4,Low,,
746,M,South,32:00.0,11,4,7,5,6,1390,172.36,12.4,36,3,6,2,3,6,High,,
747,F,South,47:00.0,12,6,6,8,4,842,106.13,12.6045,33,1,8,2,4,8,Medium,,
748,M,North,07:00.0,10,1,9,5,5,1000,156.48,15.648,27,1,7,2,4,7,Medium,,
749,M,South,02:00.0,11,2,9,3,8,918,135.86,14.7995,36,2,9,2,4,9,Medium,,
750,M,South,42:00.0,7,3,4,4,3,689,71.84,10.4267,24,0,5,2,4,5,Medium,,
751,M,South,49:00.0,13,3,10,3,10,1037,134.93,13.0115,40,3,9,2,4,9,High,,
752,M,South,59:00.0,10,2,8,8,2,482,62.7,13.0082,27,2,6,2,4,6,Low,,
753,M,South,12:00.0,10,3,7,2,8,551,47.03,8.5353,31,1,5,2,3,5,Medium,,
754,M,North,26:00.0,8,3,5,3,5,529,60.17,11.3742,18,1,6,2,4,6,Medium,,
755,M,South,58:00.0,7,1,6,4,3,463,57.2,12.3542,19,0,6,2,4,6,Low,,
756,F,North,21:00.0,7,1,6,5,2,642,93.52,14.5669,19,1,7,2,4,7,Medium,,
757,F,South,08:00.0,7,2,5,2,5,528,67.93,12.8655,18,1,5,2,4,5,Medium,,
758,M,South,09:00.0,7,2,5,3,4,628,115.56,18.4012,19,1,5,2,4,5,Medium,,
759,F,South,57:00.0,9,2,7,4,5,720,73.63,10.2263,24,0,9,2,4,9,Medium,,
760,M,South,12:00.0,9,3,6,4,5,694,85.9,12.3775,31,3,6,2,4,6,Medium,,
761,F,South,15:00.0,14,2,12,8,6,1084,91.93,8.4806,40,1,8,2,4,8,High,,
762,M,South,42:00.0,9,2,7,4,5,418,53.4,12.7751,21,1,5,2,4,5,Low,,
763,M,South,03:00.0,6,1,5,3,3,283,38.36,13.5547,17,1,5,2,4,5,Low,,
764,M,South,28:00.0,8,1,7,3,5,563,71.8,12.7531,22,2,5,2,3,5,Medium,,
765,F,South,40:00.0,9,2,7,6,3,759,66.79,8.7997,26,0,9,2,4,9,Medium,,
766,M,South,57:00.0,7,2,5,4,3,575,84.81,14.7495,20,2,7,2,4,7,Medium,,
767,F,South,43:00.0,4,1,3,0,4,658,54.19,8.2355,16,1,4,2,3,4,Medium,,
768,M,South,16:00.0,9,4,5,5,4,553,59.03,10.6745,23,0,6,2,4,6,Medium,,
769,F,South,18:00.0,7,3,4,3,4,343,34.49,10.0553,12,1,6,2,3,6,Low,,
770,M,South,40:00.0,7,3,4,2,5,1028,114.08,11.0972,22,1,5,2,4,5,High,,
771,F,South,13:00.0,9,2,7,1,8,748,107.8,14.4117,32,2,6,2,4,6,Medium,,
772,M,North,38:00.0,13,4,9,6,7,893,74.55,8.3482,37,1,9,2,4,9,Medium,,
773,M,South,40:00.0,7,0,7,3,4,785,57.95,7.3821,20,1,6,2,4,6,Medium,,
774,M,North,02:00.0,13,5,8,6,7,961,90.52,9.4193,37,3,6,2,3,6,Medium,,
775,M,South,07:00.0,7,2,5,3,4,881,141.53,16.0646,24,2,5,2,4,5,Medium,,
776,F,South,55:00.0,7,0,7,5,2,650,102.22,15.7261,22,2,5,2,3,5,Medium,,
777,M,North,07:00.0,9,4,5,3,6,672,75.97,11.305,25,1,6,2,4,6,Medium,,
778,F,South,01:00.0,7,3,4,2,5,689,111.18,16.1364,23,0,6,2,4,6,Medium,,
779,M,North,43:00.0,3,1,2,1,2,422,45.96,10.8909,12,1,3,2,3,3,Low,,
780,M,South,10:00.0,10,0,10,3,7,932,98.75,10.5954,27,0,8,2,4,8,Medium,,
781,F,South,27:00.0,6,0,6,2,4,899,169.09,18.8086,27,2,5,2,4,5,Medium,,
782,M,South,35:00.0,10,3,7,4,6,825,124.87,15.1357,25,2,8,2,4,8,Medium,,
783,F,South,11:00.0,9,1,8,7,2,829,53.43,6.4451,25,1,7,2,4,7,Medium,,
784,M,South,57:00.0,7,2,5,4,3,623,36.4,5.8426,18,1,6,2,4,6,Medium,,
785,F,South,26:00.0,6,1,5,3,3,377,18.32,4.8594,18,0,4,2,2,4,Low,,
786,F,South,04:00.0,6,0,6,3,3,569,85.06,14.949,18,2,4,2,3,4,Medium,,
787,M,South,20:00.0,11,2,9,3,8,1132,167.71,14.8153,35,3,7,2,4,7,High,,
788,M,South,06:00.0,10,3,7,7,3,871,141.88,16.2893,26,1,6,2,4,6,Medium,,
789,M,South,23:00.0,12,6,6,6,6,1106,159.14,14.3887,43,2,8,2,4,8,High,,
790,F,North,27:00.0,9,3,6,3,6,1056,108.5,10.2746,28,0,5,2,3,5,High,,
791,M,South,15:00.0,9,2,7,5,4,1199,190.46,15.8849,33,3,5,2,3,5,High,,
792,M,South,55:00.0,10,3,7,4,6,1376,143.9,10.4578,41,0,5,2,4,5,High,,
793,M,North,55:00.0,14,2,12,6,8,1356,203.33,14.9948,42,4,10,2,4,10,High,,
794,F,South,59:00.0,8,3,5,1,7,457,82.81,18.1203,17,2,6,2,4,6,Low,,
795,M,North,40:00.0,7,2,5,5,2,353,25.26,7.1558,18,0,5,2,3,5,Low,,
796,M,South,40:00.0,3,3,0,1,2,364,41.76,11.4725,8,0,3,2,2,3,Low,,
797,M,South,40:00.0,4,1,3,2,2,139,14.35,10.3237,6,1,4,2,3,4,Low,,
798,M,South,55:00.0,6,1,5,2,4,398,76.32,19.1758,18,2,5,2,3,5,Low,,
799,F,North,18:00.0,5,1,4,2,3,193,28.16,14.5906,8,0,5,2,3,5,Low,,
800,M,South,44:00.0,10,4,6,5,5,1070,123.42,11.5345,28,2,8,2,4,8,High,,
801,M,North,51:00.0,15,5,10,6,9,1345,157.07,11.678,45,2,9,2,4,9,High,,
802,M,South,57:00.0,7,0,7,2,5,643,118.59,18.4432,21,1,6,2,4,6,Medium,,
803,F,South,30:00.0,7,2,5,2,5,604,88,14.5695,20,1,5,2,2,5,Medium,,
804,F,South,59:00.0,10,4,6,5,5,888,117.11,13.188,36,3,6,2,3,6,Medium,,
805,M,South,28:00.0,7,2,5,4,3,567,56.38,9.9435,20,0,6,2,4,6,Medium,,
806,F,South,16:00.0,10,2,8,3,7,765,72.65,9.4967,33,1,7,2,3,7,Medium,,
807,M,South,15:00.0,12,3,9,4,8,1316,176.3,13.3966,45,4,9,2,4,9,High,,
808,M,South,57:00.0,9,1,8,2,7,669,87.58,13.0911,29,1,8,2,4,8,Medium,,
809,M,South,59:00.0,6,1,5,3,3,434,28.11,6.4769,15,0,5,2,3,5,Low,,
810,M,South,03:00.0,6,3,3,2,4,386,60.2,15.5958,12,1,4,2,2,4,Low,,
811,M,South,30:00.0,8,2,6,2,6,1079,161.28,14.9471,34,1,7,2,4,7,High,,
812,M,South,52:00.0,6,3,3,4,2,545,43.4,7.9633,20,0,4,2,2,4,Medium,,
813,F,South,23:00.0,7,0,7,3,4,938,107.18,11.4264,28,0,6,2,3,6,Medium,,
814,M,North,07:00.0,8,0,8,6,2,876,75.4,8.6073,22,0,6,2,3,6,Medium,,
815,M,South,33:00.0,3,1,2,1,2,238,27.76,11.6638,8,1,3,2,3,3,Low,,
